"GALAXY","STAR","prob_gal"
500,0,1
500,0,1
500,0,1
310,190,0.62
500,0,1
500,0,1
500,0,1
8,492,0.016
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
1,499,0.002
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
0,500,0
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
498,2,0.996
498,2,0.996
500,0,1
500,0,1
500,0,1
320,180,0.64
0,500,0
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
499,1,0.998
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
498,2,0.996
500,0,1
500,0,1
500,0,1
499,1,0.998
500,0,1
500,0,1
500,0,1
45,455,0.09
277,223,0.554
500,0,1
17,483,0.034
500,0,1
500,0,1
500,0,1
99,401,0.198
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
0,500,0
500,0,1
500,0,1
500,0,1
500,0,1
390,110,0.78
22,478,0.044
500,0,1
500,0,1
500,0,1
13,487,0.026
12,488,0.024
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
1,499,0.002
500,0,1
500,0,1
500,0,1
6,494,0.012
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
70,430,0.14
500,0,1
500,0,1
500,0,1
65,435,0.13
7,493,0.014
500,0,1
477,23,0.954
500,0,1
481,19,0.962
500,0,1
500,0,1
7,493,0.014
500,0,1
500,0,1
1,499,0.002
500,0,1
14,486,0.028
483,17,0.966
500,0,1
500,0,1
412,88,0.824
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
497,3,0.994
500,0,1
500,0,1
500,0,1
500,0,1
492,8,0.984
500,0,1
500,0,1
500,0,1
380,120,0.76
500,0,1
492,8,0.984
500,0,1
500,0,1
500,0,1
152,348,0.304
500,0,1
500,0,1
500,0,1
397,103,0.794
500,0,1
500,0,1
498,2,0.996
500,0,1
500,0,1
488,12,0.976
500,0,1
500,0,1
500,0,1
464,36,0.928
319,181,0.638
500,0,1
500,0,1
499,1,0.998
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
18,482,0.036
500,0,1
500,0,1
0,500,0
0,500,0
499,1,0.998
500,0,1
500,0,1
500,0,1
500,0,1
12,488,0.024
500,0,1
500,0,1
497,3,0.994
500,0,1
500,0,1
498,2,0.996
455,45,0.91
29,471,0.058
360,140,0.72
500,0,1
500,0,1
500,0,1
499,1,0.998
500,0,1
200,300,0.4
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
496,4,0.992
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
485,15,0.97
500,0,1
499,1,0.998
491,9,0.982
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
471,29,0.942
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
495,5,0.99
12,488,0.024
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
445,55,0.89
439,61,0.878
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
0,500,0
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
146,354,0.292
500,0,1
500,0,1
500,0,1
497,3,0.994
83,417,0.166
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
366,134,0.732
500,0,1
500,0,1
497,3,0.994
26,474,0.052
500,0,1
50,450,0.1
500,0,1
500,0,1
500,0,1
423,77,0.846
500,0,1
500,0,1
498,2,0.996
495,5,0.99
500,0,1
500,0,1
500,0,1
500,0,1
0,500,0
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
496,4,0.992
500,0,1
56,444,0.112
497,3,0.994
499,1,0.998
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
494,6,0.988
500,0,1
500,0,1
500,0,1
495,5,0.99
500,0,1
500,0,1
1,499,0.002
500,0,1
499,1,0.998
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
392,108,0.784
500,0,1
46,454,0.092
499,1,0.998
500,0,1
500,0,1
500,0,1
499,1,0.998
465,35,0.93
500,0,1
500,0,1
500,0,1
500,0,1
496,4,0.992
49,451,0.098
500,0,1
500,0,1
0,500,0
500,0,1
500,0,1
268,232,0.536
499,1,0.998
500,0,1
500,0,1
500,0,1
0,500,0
500,0,1
500,0,1
500,0,1
2,498,0.004
1,499,0.002
500,0,1
491,9,0.982
431,69,0.862
487,13,0.974
500,0,1
38,462,0.076
500,0,1
500,0,1
36,464,0.072
500,0,1
500,0,1
256,244,0.512
500,0,1
500,0,1
500,0,1
500,0,1
493,7,0.986
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
483,17,0.966
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
12,488,0.024
500,0,1
500,0,1
500,0,1
500,0,1
498,2,0.996
500,0,1
500,0,1
500,0,1
12,488,0.024
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
499,1,0.998
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
350,150,0.7
500,0,1
152,348,0.304
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
499,1,0.998
500,0,1
486,14,0.972
500,0,1
500,0,1
500,0,1
500,0,1
4,496,0.008
500,0,1
500,0,1
500,0,1
500,0,1
377,123,0.754
500,0,1
433,67,0.866
499,1,0.998
490,10,0.98
500,0,1
24,476,0.048
30,470,0.06
500,0,1
465,35,0.93
500,0,1
500,0,1
20,480,0.04
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
283,217,0.566
500,0,1
487,13,0.974
498,2,0.996
2,498,0.004
61,439,0.122
500,0,1
474,26,0.948
500,0,1
500,0,1
500,0,1
500,0,1
16,484,0.032
129,371,0.258
351,149,0.702
417,83,0.834
155,345,0.31
500,0,1
500,0,1
9,491,0.018
212,288,0.424
474,26,0.948
497,3,0.994
500,0,1
500,0,1
499,1,0.998
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
33,467,0.066
500,0,1
500,0,1
500,0,1
500,0,1
400,100,0.8
500,0,1
370,130,0.74
500,0,1
500,0,1
500,0,1
0,500,0
359,141,0.718
500,0,1
500,0,1
500,0,1
500,0,1
477,23,0.954
182,318,0.364
499,1,0.998
12,488,0.024
500,0,1
500,0,1
500,0,1
500,0,1
0,500,0
500,0,1
500,0,1
500,0,1
500,0,1
499,1,0.998
500,0,1
168,332,0.336
500,0,1
500,0,1
50,450,0.1
0,500,0
500,0,1
14,486,0.028
500,0,1
137,363,0.274
500,0,1
96,404,0.192
427,73,0.854
500,0,1
500,0,1
471,29,0.942
498,2,0.996
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
30,470,0.06
500,0,1
497,3,0.994
464,36,0.928
500,0,1
500,0,1
500,0,1
11,489,0.022
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
15,485,0.03
500,0,1
500,0,1
500,0,1
4,496,0.008
500,0,1
500,0,1
500,0,1
498,2,0.996
500,0,1
18,482,0.036
500,0,1
500,0,1
500,0,1
1,499,0.002
500,0,1
500,0,1
500,0,1
0,500,0
500,0,1
500,0,1
2,498,0.004
478,22,0.956
500,0,1
81,419,0.162
4,496,0.008
3,497,0.006
265,235,0.53
500,0,1
499,1,0.998
500,0,1
500,0,1
500,0,1
498,2,0.996
495,5,0.99
500,0,1
500,0,1
500,0,1
499,1,0.998
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
322,178,0.644
0,500,0
17,483,0.034
498,2,0.996
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
23,477,0.046
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
489,11,0.978
498,2,0.996
500,0,1
500,0,1
500,0,1
500,0,1
331,169,0.662
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
451,49,0.902
500,0,1
7,493,0.014
497,3,0.994
499,1,0.998
500,0,1
432,68,0.864
500,0,1
500,0,1
495,5,0.99
500,0,1
500,0,1
500,0,1
43,457,0.086
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
19,481,0.038
23,477,0.046
491,9,0.982
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
0,500,0
500,0,1
500,0,1
500,0,1
36,464,0.072
500,0,1
500,0,1
474,26,0.948
500,0,1
500,0,1
0,500,0
500,0,1
500,0,1
421,79,0.842
497,3,0.994
500,0,1
26,474,0.052
500,0,1
500,0,1
166,334,0.332
500,0,1
473,27,0.946
500,0,1
500,0,1
23,477,0.046
500,0,1
500,0,1
478,22,0.956
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
439,61,0.878
500,0,1
492,8,0.984
438,62,0.876
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
12,488,0.024
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
498,2,0.996
500,0,1
500,0,1
500,0,1
70,430,0.14
500,0,1
500,0,1
500,0,1
500,0,1
0,500,0
22,478,0.044
406,94,0.812
492,8,0.984
500,0,1
500,0,1
500,0,1
498,2,0.996
322,178,0.644
498,2,0.996
500,0,1
500,0,1
497,3,0.994
500,0,1
0,500,0
500,0,1
480,20,0.96
270,230,0.54
1,499,0.002
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
494,6,0.988
500,0,1
500,0,1
500,0,1
500,0,1
499,1,0.998
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
89,411,0.178
500,0,1
0,500,0
500,0,1
484,16,0.968
500,0,1
500,0,1
494,6,0.988
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
492,8,0.984
500,0,1
471,29,0.942
427,73,0.854
500,0,1
500,0,1
500,0,1
481,19,0.962
499,1,0.998
500,0,1
450,50,0.9
500,0,1
495,5,0.99
500,0,1
475,25,0.95
495,5,0.99
10,490,0.02
500,0,1
500,0,1
500,0,1
500,0,1
306,194,0.612
500,0,1
0,500,0
500,0,1
172,328,0.344
0,500,0
479,21,0.958
500,0,1
500,0,1
500,0,1
496,4,0.992
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
489,11,0.978
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
30,470,0.06
500,0,1
4,496,0.008
499,1,0.998
0,500,0
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
357,143,0.714
500,0,1
0,500,0
500,0,1
500,0,1
23,477,0.046
500,0,1
2,498,0.004
500,0,1
500,0,1
28,472,0.056
500,0,1
41,459,0.082
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
1,499,0.002
359,141,0.718
499,1,0.998
466,34,0.932
500,0,1
500,0,1
3,497,0.006
499,1,0.998
500,0,1
5,495,0.01
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
462,38,0.924
500,0,1
500,0,1
486,14,0.972
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
499,1,0.998
495,5,0.99
500,0,1
500,0,1
1,499,0.002
500,0,1
500,0,1
29,471,0.058
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
473,27,0.946
0,500,0
500,0,1
500,0,1
0,500,0
500,0,1
30,470,0.06
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
18,482,0.036
500,0,1
500,0,1
500,0,1
500,0,1
4,496,0.008
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
443,57,0.886
500,0,1
500,0,1
500,0,1
500,0,1
499,1,0.998
500,0,1
0,500,0
500,0,1
500,0,1
499,1,0.998
500,0,1
500,0,1
499,1,0.998
316,184,0.632
258,242,0.516
500,0,1
500,0,1
111,389,0.222
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
490,10,0.98
500,0,1
500,0,1
7,493,0.014
175,325,0.35
500,0,1
499,1,0.998
500,0,1
477,23,0.954
5,495,0.01
465,35,0.93
500,0,1
500,0,1
500,0,1
500,0,1
499,1,0.998
38,462,0.076
464,36,0.928
500,0,1
499,1,0.998
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
0,500,0
500,0,1
500,0,1
182,318,0.364
497,3,0.994
500,0,1
500,0,1
500,0,1
4,496,0.008
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
476,24,0.952
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
1,499,0.002
10,490,0.02
498,2,0.996
500,0,1
499,1,0.998
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
0,500,0
133,367,0.266
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
499,1,0.998
500,0,1
487,13,0.974
20,480,0.04
499,1,0.998
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
495,5,0.99
189,311,0.378
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
498,2,0.996
500,0,1
500,0,1
500,0,1
31,469,0.062
500,0,1
0,500,0
497,3,0.994
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
492,8,0.984
500,0,1
0,500,0
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
201,299,0.402
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
0,500,0
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
490,10,0.98
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
494,6,0.988
500,0,1
499,1,0.998
31,469,0.062
500,0,1
470,30,0.94
487,13,0.974
478,22,0.956
0,500,0
500,0,1
500,0,1
499,1,0.998
474,26,0.948
500,0,1
500,0,1
500,0,1
500,0,1
16,484,0.032
500,0,1
500,0,1
0,500,0
13,487,0.026
0,500,0
500,0,1
500,0,1
500,0,1
500,0,1
195,305,0.39
500,0,1
500,0,1
499,1,0.998
500,0,1
500,0,1
500,0,1
499,1,0.998
500,0,1
500,0,1
500,0,1
3,497,0.006
127,373,0.254
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
497,3,0.994
442,58,0.884
500,0,1
1,499,0.002
344,156,0.688
473,27,0.946
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
181,319,0.362
500,0,1
500,0,1
500,0,1
461,39,0.922
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
481,19,0.962
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
0,500,0
500,0,1
500,0,1
500,0,1
22,478,0.044
500,0,1
499,1,0.998
0,500,0
496,4,0.992
500,0,1
54,446,0.108
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
22,478,0.044
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
241,259,0.482
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
0,500,0
0,500,0
464,36,0.928
500,0,1
96,404,0.192
500,0,1
500,0,1
500,0,1
489,11,0.978
500,0,1
500,0,1
10,490,0.02
500,0,1
500,0,1
500,0,1
500,0,1
492,8,0.984
500,0,1
500,0,1
500,0,1
500,0,1
491,9,0.982
102,398,0.204
471,29,0.942
265,235,0.53
95,405,0.19
500,0,1
500,0,1
500,0,1
31,469,0.062
500,0,1
94,406,0.188
500,0,1
484,16,0.968
53,447,0.106
500,0,1
500,0,1
500,0,1
500,0,1
64,436,0.128
464,36,0.928
500,0,1
500,0,1
500,0,1
335,165,0.67
500,0,1
500,0,1
499,1,0.998
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
44,456,0.088
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
496,4,0.992
500,0,1
500,0,1
499,1,0.998
443,57,0.886
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
485,15,0.97
2,498,0.004
500,0,1
500,0,1
500,0,1
394,106,0.788
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
0,500,0
4,496,0.008
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
9,491,0.018
500,0,1
8,492,0.016
81,419,0.162
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
266,234,0.532
500,0,1
500,0,1
500,0,1
497,3,0.994
486,14,0.972
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
0,500,0
500,0,1
500,0,1
500,0,1
500,0,1
0,500,0
3,497,0.006
499,1,0.998
500,0,1
494,6,0.988
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
470,30,0.94
488,12,0.976
500,0,1
489,11,0.978
500,0,1
500,0,1
500,0,1
500,0,1
404,96,0.808
29,471,0.058
500,0,1
498,2,0.996
56,444,0.112
341,159,0.682
500,0,1
500,0,1
15,485,0.03
500,0,1
65,435,0.13
500,0,1
500,0,1
500,0,1
500,0,1
473,27,0.946
500,0,1
3,497,0.006
500,0,1
70,430,0.14
477,23,0.954
500,0,1
500,0,1
500,0,1
0,500,0
500,0,1
469,31,0.938
500,0,1
8,492,0.016
500,0,1
500,0,1
500,0,1
500,0,1
401,99,0.802
498,2,0.996
500,0,1
500,0,1
500,0,1
386,114,0.772
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
24,476,0.048
419,81,0.838
500,0,1
500,0,1
500,0,1
39,461,0.078
500,0,1
486,14,0.972
500,0,1
500,0,1
0,500,0
500,0,1
498,2,0.996
500,0,1
500,0,1
500,0,1
474,26,0.948
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
51,449,0.102
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
499,1,0.998
13,487,0.026
500,0,1
26,474,0.052
500,0,1
500,0,1
500,0,1
461,39,0.922
500,0,1
499,1,0.998
404,96,0.808
500,0,1
473,27,0.946
500,0,1
500,0,1
19,481,0.038
500,0,1
14,486,0.028
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
443,57,0.886
500,0,1
500,0,1
500,0,1
494,6,0.988
500,0,1
500,0,1
500,0,1
500,0,1
495,5,0.99
0,500,0
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
499,1,0.998
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
483,17,0.966
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
497,3,0.994
500,0,1
496,4,0.992
500,0,1
500,0,1
12,488,0.024
416,84,0.832
500,0,1
228,272,0.456
500,0,1
499,1,0.998
500,0,1
0,500,0
26,474,0.052
500,0,1
500,0,1
500,0,1
500,0,1
16,484,0.032
499,1,0.998
500,0,1
316,184,0.632
500,0,1
499,1,0.998
500,0,1
204,296,0.408
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
99,401,0.198
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
499,1,0.998
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
453,47,0.906
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
444,56,0.888
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
482,18,0.964
465,35,0.93
256,244,0.512
486,14,0.972
0,500,0
499,1,0.998
0,500,0
500,0,1
210,290,0.42
500,0,1
500,0,1
500,0,1
4,496,0.008
500,0,1
500,0,1
10,490,0.02
500,0,1
500,0,1
500,0,1
15,485,0.03
500,0,1
337,163,0.674
500,0,1
32,468,0.064
500,0,1
499,1,0.998
500,0,1
500,0,1
500,0,1
464,36,0.928
500,0,1
500,0,1
500,0,1
500,0,1
469,31,0.938
500,0,1
500,0,1
500,0,1
0,500,0
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
7,493,0.014
500,0,1
500,0,1
500,0,1
500,0,1
19,481,0.038
500,0,1
180,320,0.36
500,0,1
500,0,1
446,54,0.892
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
2,498,0.004
0,500,0
500,0,1
500,0,1
500,0,1
446,54,0.892
500,0,1
14,486,0.028
500,0,1
500,0,1
498,2,0.996
5,495,0.01
14,486,0.028
500,0,1
500,0,1
90,410,0.18
25,475,0.05
472,28,0.944
174,326,0.348
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
499,1,0.998
500,0,1
394,106,0.788
7,493,0.014
500,0,1
500,0,1
2,498,0.004
500,0,1
500,0,1
500,0,1
499,1,0.998
500,0,1
500,0,1
500,0,1
500,0,1
0,500,0
500,0,1
500,0,1
291,209,0.582
500,0,1
500,0,1
499,1,0.998
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
22,478,0.044
0,500,0
500,0,1
500,0,1
489,11,0.978
7,493,0.014
500,0,1
500,0,1
500,0,1
500,0,1
12,488,0.024
342,158,0.684
500,0,1
500,0,1
500,0,1
431,69,0.862
484,16,0.968
69,431,0.138
115,385,0.23
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
124,376,0.248
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
207,293,0.414
500,0,1
500,0,1
500,0,1
256,244,0.512
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
499,1,0.998
500,0,1
500,0,1
0,500,0
500,0,1
500,0,1
499,1,0.998
430,70,0.86
1,499,0.002
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
0,500,0
0,500,0
500,0,1
398,102,0.796
500,0,1
500,0,1
398,102,0.796
500,0,1
500,0,1
325,175,0.65
500,0,1
500,0,1
187,313,0.374
252,248,0.504
67,433,0.134
500,0,1
164,336,0.328
355,145,0.71
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
497,3,0.994
500,0,1
487,13,0.974
500,0,1
500,0,1
49,451,0.098
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
499,1,0.998
473,27,0.946
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
393,107,0.786
500,0,1
500,0,1
0,500,0
59,441,0.118
500,0,1
445,55,0.89
28,472,0.056
12,488,0.024
500,0,1
500,0,1
500,0,1
499,1,0.998
500,0,1
0,500,0
500,0,1
478,22,0.956
500,0,1
500,0,1
499,1,0.998
500,0,1
209,291,0.418
0,500,0
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
461,39,0.922
496,4,0.992
500,0,1
500,0,1
500,0,1
499,1,0.998
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
0,500,0
500,0,1
0,500,0
0,500,0
500,0,1
500,0,1
500,0,1
500,0,1
497,3,0.994
500,0,1
500,0,1
0,500,0
500,0,1
12,488,0.024
247,253,0.494
500,0,1
500,0,1
500,0,1
9,491,0.018
2,498,0.004
500,0,1
500,0,1
500,0,1
498,2,0.996
28,472,0.056
499,1,0.998
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
499,1,0.998
500,0,1
500,0,1
491,9,0.982
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
0,500,0
500,0,1
498,2,0.996
500,0,1
7,493,0.014
500,0,1
500,0,1
500,0,1
500,0,1
499,1,0.998
500,0,1
500,0,1
488,12,0.976
500,0,1
499,1,0.998
499,1,0.998
500,0,1
500,0,1
53,447,0.106
500,0,1
500,0,1
403,97,0.806
500,0,1
500,0,1
500,0,1
20,480,0.04
500,0,1
500,0,1
500,0,1
14,486,0.028
16,484,0.032
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
499,1,0.998
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
54,446,0.108
500,0,1
15,485,0.03
1,499,0.002
500,0,1
500,0,1
453,47,0.906
500,0,1
500,0,1
500,0,1
500,0,1
0,500,0
500,0,1
500,0,1
40,460,0.08
500,0,1
498,2,0.996
7,493,0.014
500,0,1
500,0,1
499,1,0.998
500,0,1
500,0,1
3,497,0.006
499,1,0.998
420,80,0.84
500,0,1
17,483,0.034
129,371,0.258
500,0,1
455,45,0.91
1,499,0.002
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
496,4,0.992
499,1,0.998
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
460,40,0.92
500,0,1
500,0,1
33,467,0.066
0,500,0
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
267,233,0.534
488,12,0.976
494,6,0.988
463,37,0.926
498,2,0.996
0,500,0
10,490,0.02
500,0,1
500,0,1
500,0,1
491,9,0.982
8,492,0.016
499,1,0.998
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
1,499,0.002
500,0,1
497,3,0.994
500,0,1
500,0,1
489,11,0.978
500,0,1
500,0,1
500,0,1
488,12,0.976
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
54,446,0.108
499,1,0.998
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
0,500,0
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
11,489,0.022
500,0,1
500,0,1
500,0,1
474,26,0.948
500,0,1
252,248,0.504
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
493,7,0.986
500,0,1
500,0,1
0,500,0
8,492,0.016
497,3,0.994
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
0,500,0
500,0,1
0,500,0
500,0,1
500,0,1
0,500,0
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
0,500,0
500,0,1
500,0,1
493,7,0.986
500,0,1
500,0,1
23,477,0.046
500,0,1
500,0,1
10,490,0.02
0,500,0
500,0,1
500,0,1
500,0,1
49,451,0.098
500,0,1
500,0,1
